,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
2009,Jon Greenberg,“There are precious few religions that actually say you cannot” get vaccinated.,Anthony Fauci,"October 6, 2021",mostly-true,FAKE,0
2010,Amy Sherman,“Raising the debt limit is usually a bipartisan undertaking.”,Joe Biden,"October 6, 2021",half-true,FAKE,0
2011,Allison Garfield,“We do not have an approved (COVID) vaccine in America … the Pfizer vaccine available in the U.S. is not FDA approved.”,Ron Johnson,"October 5, 2021",false,FAKE,0
2012,Elisa Contreras,"“We became a net exporter of natural gas in 2017, and until recently, our exports have exceeded our imports.”",Carol Miller,"October 5, 2021",half-true,FAKE,0
2013,Tom Kertscher,"""New data shows that death is proportional to dose"" for COVID-19.",Instagram posts,"October 5, 2021",false,FAKE,0
2014,Maxwell Ionno,"“In West Virginia, a gallon of gas is nearly one dollar more than it was a year ago, and we’re paying about 30 cents more for a gallon of milk than we did at this time last year.”",Shelley Moore Capito,"October 5, 2021",mostly-true,FAKE,0
2015,Louis Jacobson,"""The pharmaceutical industry has 1,400 lobbyists on Capitol Hill right now trying to stop"" Medicare drug price negotiation.",Bernie Sanders,"October 5, 2021",half-true,FAKE,0
2016,Samantha Putterman,"“Sophia Stewart wrote books in the 70s that were stolen from her by Warner Bros. (Terminator 1-4 & The Matrix 1 & 2!) ... she won Hollywood's biggest lawsuit, $2.5 Billion.”",Instagram posts,"October 5, 2021",false,FAKE,0
2017,Emma Copley,"“If you look at the hospitalizations at Ruby Memorial in West Virginia, and around the country, 90% to 95% of those hospitalized are unvaccinated.”",Kathryn Moffett Bradford,"October 5, 2021",true,REAL,1
2018,John Brumley,“Overdose deaths in WV are up 45% from the prior year.”,David McKinley,"October 5, 2021",true,REAL,1
2019,Jon Greenberg,Says 86% of COVID-19 cases in Israel in July were in fully vaccinated individuals.,TikTok posts,"October 5, 2021",false,FAKE,0
2020,D.L. Davis,On tax cuts and repealing Wisconsin’s personal property tax on businesses.,Tony Evers,"October 5, 2021",half-flip,FAKE,0
2021,Noah Y.,"“This ‘infrastructure bill’ on page 2,385 presents a federal property tax of 3 percent on all homes and land - both residential and commercial.”",Facebook posts,"• October 4,",pants-fire,FAKE,0
2022,Amy Sherman,"“Approximately 60,000 Canadians currently live undocumented in the USA.”",Cori Bush,"October 4, 2021",mostly-true,FAKE,0
2023,Kiannah Sepeda-Miller,“75% of Republicans have been vaccinated” against COVID-19 in Illinois.,Terri Bryant,"October 3, 2021",false,FAKE,0
2024,Gabrielle Settles,"""Millions have died from COVID injections.""",Bloggers,"October 1, 2021",pants-fire,FAKE,0
2025,Andy Nguyen,The Pfizer COVID-19 vaccine contains an “undisclosed ingredient. … How is informed consent possible?”,Instagram posts,"October 1, 2021",false,FAKE,0
2026,Tom Kertscher,“The vaccination campaign” increased COVID-19 deaths by 175% in one year.,Viral image,"October 1, 2021",false,FAKE,0
2027,Bill McCarthy,“Biden orders dishonorable discharge for 46% of troops who refuse vaccine.”,Instagram posts,"October 1, 2021",false,FAKE,0
2028,Isabella Fertel,“There are now 56 cargo freighters anchored off the coast of California from Oakland to Long Beach in what can only be considered a manufactured supply-chain halt.”,Facebook posts,"October 1, 2021",barely-true,FAKE,0
2029,Jon Greenberg,Says Sens. Joe Manchin and Kyrsten Sinema “are Republicans … Just look at the way they vote.”,Don Lemon,"September 30, 2021",barely-true,FAKE,0
2030,Noah Y.,"Norway decided “that (the coronavirus) should be treated like other respiratory diseases, such as the flu or cold, because… it is no more dangerous than those mentioned.”",Bloggers,"• September 30,",false,FAKE,0
2031,Amy Sherman,"“Arizona audit” shows 86,391 voters “don’t appear to exist.”",Facebook posts,"September 30, 2021",false,FAKE,0
2032,Tom Kertscher,"""Pfizer launches final study for COVID drug that's suspiciously similar to 'horse paste'” ivermectin.",Bloggers,"September 30, 2021",false,FAKE,0
2033,Samantha Putterman,"The government pays out ""$2,125/month in refugee benefits to refugees resettled in the United States,"" while Social Security recipients “who have paid into the system their whole lives receive $1,400/month on average.""",Instagram posts,"September 30, 2021",barely-true,FAKE,0
2034,Louis Jacobson,The White House “created a fake set for (President Joe) Biden to get his booster shot. The entire Biden presidency is one giant charade.”,Facebook posts,"September 30, 2021",false,FAKE,0
2035,Gabrielle Settles,VAERS reports show that babies whose mothers got the COVID-19 vaccine died after breastfeeding.,Instagram posts,"September 30, 2021",false,FAKE,0
2036,Tom Kertscher,"The audit of the 2020 presidential election in Maricopa County, Ariz., “cost the taxpayers $6 million.”",Instagram posts,"September 30, 2021",barely-true,FAKE,0
2037,Laura Schulte,Says the U.S. National Archives put a ‘harmful content’ warning on our nation’s Founding documents.,Glenn Grothman,"September 30, 2021",half-true,FAKE,0
2038,Noah Y.,The Biden-backed infrastructure bill contains a provision establishing a per-mile driving tax.,Facebook posts,"• September 29,",false,FAKE,0
2039,Tom Kertscher,"There are 500,000 “missing kids a year.”",Viral image,"September 29, 2021",barely-true,FAKE,0
2040,Amy Sherman,Arizona “could decertify” the 2020 presidential election,Facebook posts,"September 29, 2021",pants-fire,FAKE,0
2041,Jon Greenberg,Democrats “want to tax your retirement funds to pay for their new trillion dollar power grab.”,Common Sense Leadership Fund,"September 29, 2021",barely-true,FAKE,0
2042,Tom Kertscher,“The Democrats want you American taxpayers to shell out $3 billion for ‘non-racist’ trees.”,FreedomWorks,"September 29, 2021",barely-true,FAKE,0
2043,Warren Fiske,On qualified immunity,Terry McAuliffe,"September 29, 2021",full-flop,FAKE,0
2044,Bill McCarthy,"A 13-year-old girl ""is now in critical care in the hospital here in Halifax because her heart stopped right after she had a vaccine.""",Instagram posts,"September 28, 2021",false,FAKE,0
2045,Noah Y.,News cameras “shut off” just as Biden was asked if he gave the Taliban a “hit list” of evacuating American and Afghan officials.,Facebook posts,"• September 28,",false,FAKE,0
2046,Amy Sherman,Says Biden “didn’t win in Arizona. He lost in Arizona based on the forensic audit.”,Donald Trump,"September 28, 2021",pants-fire,FAKE,0
2047,Louis Jacobson,"A funeral home used a truck to advertise the message ""Don't get vaccinated.""",Instagram posts,"September 28, 2021",barely-true,FAKE,0
2048,Samantha Putterman,"""Breaking news — US Supreme Court has canceled universal vaccination in the United States.""",Instagram posts,"September 28, 2021",false,FAKE,0
2049,Bill McCarthy,"""Maricopa County official purged machine records before audit started.""",Instagram posts,"September 28, 2021",false,FAKE,0
2050,Victoria Knight,Insurance companies and Washington bureaucrats “are working together to swipe $500 billion from Medicare to pay for Pelosi and Schumer’s out-of-control spending spree.”,60 Plus Association,"September 28, 2021",false,FAKE,0
2051,Tom Kertscher,"“The yearly cost of religious tax exemptions: $71 billion. If the church paid taxes, everyone would only have to pay 3% taxes.”",Viral image,"September 28, 2021",false,FAKE,0
2052,Paul Specht,Children and teen suicide attempts “skyrocketed 250% in 2020” according to “one study done by a hospital.”,Madison Cawthorn,"September 27, 2021",barely-true,FAKE,0
2053,Tom Kertscher,“The NAACP wants” the Confederate Memorial Carving “sandblasted off Stone Mountain.”,Viral image,"September 27, 2021",half-true,FAKE,0
2054,Tom Kertscher,"""Verizon promotes defunding the police and (the) idea that America is fundamentally racist.""",TikTok posts,"September 27, 2021",barely-true,FAKE,0
2055,Madison Czopek,"Says doctors received a letter stating that if they “say anything bad about the vaccine,” they are “at risk of losing their medical license. How messed up is that s---?”",TikTok posts,"September 27, 2021",false,FAKE,0
2056,Noah Y.,"“The Arizona forensic audit found over 17,000 duplicates of votes.”",Facebook posts,"• September 27,",false,FAKE,0
2057,Jon Greenberg,"“Democrats are responsible for the massive spending and debt growth, they alone need to take responsibility for raising the debt limit.”",Rick Scott,"September 27, 2021",barely-true,FAKE,0
2058,Samantha Putterman,The FDA advisory board said unvaccinated people are more educated than most people who have gotten the COVID-19 vaccines.,Instagram posts,"September 24, 2021",false,FAKE,0
2059,D.L. Davis,"The GOP-controlled Legislature has ""refused to act on at least 150"" appointees of Gov. Tony Evers.",Chris Larson,"September 24, 2021",true,REAL,1
2060,Gabrielle Settles,Says Canadian Prime Minister Justin Trudeau and wife Sophie faked their COVID-19 vaccinations on live television.,Facebook posts,"September 24, 2021",false,FAKE,0
2061,Tom Kertscher,"Says Joe Biden said: “If Haiti just quietly sunk into the Caribbean, or rose up 300 feet, it wouldn’t matter a whole lot in terms of our interests.”",Instagram posts,"September 24, 2021",half-true,FAKE,0
2062,Jill Terreri,"Under Mayor Byron Brown, “we’ve been defunding community centers, our pools were closed this summer, we’ve been defunding senior and youth services.”",India Walton,"• September 24,",barely-true,FAKE,0
2063,Madeline Heim,“Wisconsin Governor (Tony) Evers wanted to raise your taxes by $1 billion in a pandemic. Republicans stopped him and delivered the largest tax CUT in state history.”,Alberta Darling,"September 24, 2021",mostly-true,FAKE,0
2064,Andy Nguyen,"A ""Liability Warning Acknowledgement Form"" allows a worker to sue their company if they get injured from the COVID-19 vaccine.",Facebook posts,"September 23, 2021",false,FAKE,0
2065,Amy Sherman,Haitian migrants took an implausible route to Texas-Mexico border area.,Facebook posts,"September 23, 2021",barely-true,FAKE,0
2066,Jon Greenberg,"“As a result of the massive decline in natural gas prices, we’re saving 11,000 lives per year in the U.S.”",Gary Palmer,"September 23, 2021",half-true,FAKE,0
2067,Warren Fiske,“Time and again Glenn Youngkin has made it clear: He would ban abortion as governor.”,Terry McAuliffe,"September 23, 2021",half-true,FAKE,0
2068,Tom Kertscher,"""Pfizer vaccine kills more people than it saves.""",Steve Kirsch,"September 22, 2021",pants-fire,FAKE,0
2069,Ciara O'Rourke,Says the COVID-19 vaccine doesn’t “prevent catching or spreading” the virus “and only lasts months.”,Facebook posts,"September 21, 2021",false,FAKE,0
2070,Duncan Slade,"“West Virginia University just came out with a study that showed that there will be almost 20,000 jobs created in clean energy in West Virginia if (President Joe Biden’s) agenda is passed.”",Jennifer Granholm,"September 21, 2021",half-true,FAKE,0
2071,Ciara O'Rourke,“The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.”,Bloggers,"September 21, 2021",pants-fire,FAKE,0
2072,Laura Schulte,“President Biden has created more jobs in his first 7 months than any POTUS in history.”,Gwen Moore,"September 21, 2021",half-true,FAKE,0
2073,Zach DeLuca,The United States spent “2 trillion dollars to train and equip the Afghan military over the past 20 years. They fell in a week.”,Richard Ojeda,"September 21, 2021",half-true,FAKE,0
2074,Tom Kertscher,"""Peak active cases” of COVID-19 for 2020 vs. 2021 show “this is not a ‘pandemic of the unvaccinated.'""",Viral image,"September 20, 2021",false,FAKE,0
2075,Ciara O'Rourke,Photos show the health ministers of Canada and Los Angeles.,Viral image,"September 20, 2021",false,FAKE,0
2076,Ciara O'Rourke,Photo shows a gravestone in Japan with a QR code.,Viral image,"September 20, 2021",false,FAKE,0
2077,Tom Kertscher,"“Hundreds of thousands died after taking the advice of these celebrities,” who are “aiding and abetting mass murder” by advocating COVID-19 vaccination.",Facebook posts,"September 20, 2021",false,FAKE,0
2078,Paul Specht,"Says U.S. left 33 Black Hawks to the Taliban, which has more than “85%” of all countries.",Richard Hudson,"September 19, 2021",half-true,FAKE,0
2079,Ciara O'Rourke,“CDC says expect a polio-like outbreak coming in children in the next four months.”,Instagram posts,"September 17, 2021",false,FAKE,0
2080,Ciara O'Rourke,"Says Tim Tebow wrote, “The government might be preparing us for a cashless society, but it was predicted by the Bible.”",Viral image,"September 17, 2021",false,FAKE,0
2081,Noah Y.,Says President Joe Biden told people to get vaccinated against COVID-19 to protect themselves from hurricanes.,TikTok posts,"• September 17,",false,FAKE,0
2082,Tom Kertscher,The Pfizer COVID-19 vaccine “is not approved.”,TikTok posts,"September 17, 2021",false,FAKE,0
2083,D.L. Davis,"""No other country on the planet witnesses the number of gun deaths that
we do here in the United States, and it’s not even close.""",Melissa Agard,"September 17, 2021",barely-true,FAKE,0
2084,Natalie Dunlap,“My opponent wants to abolish” law enforcement.,Mariannette Miller-Meeks,"September 17, 2021",false,FAKE,0
2085,Ciara O'Rourke,“Ida was the strongest hurricane to ever strike anywhere in the United States.”,Viral image,"September 17, 2021",false,FAKE,0
